reviewStatus,compilerDecision,compilerNotes,queueRank,queueBucket,candidateId,lane,suggestedAction,priority,chapter,date,title,whyOpen,score,naid,sourceSeries,sourceNote,researchNote,catalogUrl,pdfUrl
,,,492,High-value source pool,RS 005-003,Requested source pool: NSC/DC Meetings,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-07-18 to 1991-07-18,"NSC/DC 296 - July 18, 1991 - NSC/DC Meeting on International Broadcasting, Keywords: Broadcasting [4]",Greece | Greek | Cyprus | Turkey | Turkish | Eastern Mediterranean | Greece / Turkey / Cyprus | NSD | NSR,102,470761318,H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files - National Security Council (NSC)/Deputies Committee (DC) Meetings Files, NSC/DC 296 - July 18, 1991 - NSC/DC Meeting on International Broadcasting, Keywords: Broadcasting [4].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470761318. Query hit(s): Greece, Greek, Cyprus, Turkey, Turkish, Eastern Mediterranean, Greece / Turkey / Cyprus, NSD, NSR. Digital object: 41-bpr-nsc-hfiles-dc_mtgs-296-4-90020-018.pdf. Catalog: https://catalog.archives.gov/id/470761318.",https://catalog.archives.gov/id/470761318,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-296-4-90020-018.pdf
,,,492,High-value source pool,RS 009-002,Requested source pool: IF Transition,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1989-01-01 to 1989-01-31,[NSC: Reagan-Bush Transition Background Materials - Volume II - January 1989] [3],Greece | Greek | Cyprus | Turkey | Turkish | Ozal | Demirel | Greece / Turkey / Cyprus,102,470760869,National Security Council (NSC) Institutional Files (IF) Transition Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Council (NSC) Institutional Files (IF) Transition Files, [NSC: Reagan-Bush Transition Background Materials - Volume II - January 1989] [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760869. Query hit(s): Greece, Greek, Cyprus, Turkey, Turkish, Ozal, Demirel, Greece / Turkey / Cyprus. Digital object: 41-bpr-nsc-hfiles-if_trans-99016-006.pdf. Catalog: https://catalog.archives.gov/id/470760869.",https://catalog.archives.gov/id/470760869,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/IF_Transition_348937136/41-bpr-nsc-hfiles-if_trans-99016-006.pdf
,,,491,High-value source pool,RS 001-024,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91,Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,101,366551677,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551677. Query hit(s): Mitsotakis, Cyprus, Denktash, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-002.pdf. Catalog: https://catalog.archives.gov/id/366551677.",https://catalog.archives.gov/id/366551677,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-002.pdf
,,,490,High-value source pool,RS 002-006,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-05-30 to 1991-05-30,"Thursday, May 30, 1991 [2]",Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Greece / Turkey / Cyprus,100,470417181,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Thursday, May 30, 1991 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417181. Query hit(s): Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90600-012.pdf. Catalog: https://catalog.archives.gov/id/470417181.",https://catalog.archives.gov/id/470417181,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90600-012.pdf
,,,490,High-value source pool,RS 002-007,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-10-16 to 1991-10-16,"Wednesday, October 16, 1991 [2]",Greece | Mitsotakis | Cyprus | Cypriot | Yilmaz | Eastern Mediterranean | Greece / Turkey / Cyprus,100,470417397,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Wednesday, October 16, 1991 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417397. Query hit(s): Greece, Mitsotakis, Cyprus, Cypriot, Yilmaz, Eastern Mediterranean, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90626-006.pdf. Catalog: https://catalog.archives.gov/id/470417397.",https://catalog.archives.gov/id/470417397,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90626-006.pdf
,,,488,High-value source pool,RS 001-025,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,"Foreign Visits and Foreign Travel, 1991",Greece | Papandreou | Mitsotakis | Cyprus | Vassiliou | Turkey | Greece / Turkey / Cyprus,98,366552166,Brent Scowcroft Administrative Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Brent Scowcroft Administrative Files, Foreign Visits and Foreign Travel, 1991.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366552166. Query hit(s): Greece, Papandreou, Mitsotakis, Cyprus, Vassiliou, Turkey, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-admin-85037-002.pdf. Catalog: https://catalog.archives.gov/id/366552166.",https://catalog.archives.gov/id/366552166,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85037-002.pdf
,,,488,High-value source pool,RS 002-008,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-07-18 to 1991-07-18,"Thursday, July 18, 1991",Greece | Greek | Papandreou | Mitsotakis | Cyprus | Aegean | Greece / Turkey / Cyprus,98,470417258,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Thursday, July 18, 1991.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417258. Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Aegean, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90609-009.pdf. Catalog: https://catalog.archives.gov/id/470417258.",https://catalog.archives.gov/id/470417258,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90609-009.pdf
,,,487,High-value source pool,RS 002-009,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Cyprus; Turkey,1992-04-28 to 1992-04-28,"Tuesday, April 28, 1992 [3]",Cyprus | Denktash | Turkey | Turkish | Ozal | Demirel | PKK,97,470417738,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, April 28, 1992 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417738. Query hit(s): Cyprus, Denktash, Turkey, Turkish, Ozal, Demirel, PKK. Digital object: 41-bpr-ootp-daily_files-90674-002.pdf. Catalog: https://catalog.archives.gov/id/470417738.",https://catalog.archives.gov/id/470417738,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90674-002.pdf
,,,486,High-value source pool,RS 002-010,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-06-04 to 1991-06-04,"Tuesday, June 4, 1991 [1]",Mitsotakis | Cyprus | Vassiliou | Denktash | Ozal | Greece / Turkey / Cyprus,96,470417188,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, June 4, 1991 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417188. Query hit(s): Mitsotakis, Cyprus, Vassiliou, Denktash, Ozal, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90601-007.pdf. Catalog: https://catalog.archives.gov/id/470417188.",https://catalog.archives.gov/id/470417188,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90601-007.pdf
,,,485,High-value source pool,RS 002-011,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1989-07-03 to 1989-07-03,"Monday, July 3, 1989",Papandreou | Cyprus | Vassiliou | Denktash | Yilmaz | Greece / Turkey / Cyprus,95,470416341,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, July 3, 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416341. Query hit(s): Papandreou, Cyprus, Vassiliou, Denktash, Yilmaz, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90515-007.pdf. Catalog: https://catalog.archives.gov/id/470416341.",https://catalog.archives.gov/id/470416341,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90515-007.pdf
,,,483,High-value source pool,RS 002-012,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1992-06-29 to 1992-06-29,"Monday, June 29, 1992 [1]",Greek | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Greece / Turkey / Cyprus,93,470417873,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, June 29, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417873. Query hit(s): Greek, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90692-006.pdf. Catalog: https://catalog.archives.gov/id/470417873.",https://catalog.archives.gov/id/470417873,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90692-006.pdf
,,,483,High-value source pool,RS 002-013,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Turkey; Regional,1989-11-27 to 1989-11-27,"Monday, November 27, 1989",Greece | Zolotas | Turkey | Ozal | Eastern Mediterranean | memorandum of conversation | telephone conversation,93,470416509,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, November 27, 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416509. Query hit(s): Greece, Zolotas, Turkey, Ozal, Eastern Mediterranean, memorandum of conversation, telephone conversation. Digital object: 41-bpr-ootp-daily_files-90527-011.pdf. Catalog: https://catalog.archives.gov/id/470416509.",https://catalog.archives.gov/id/470416509,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90527-011.pdf
,,,482,High-value source pool,RS 001-027,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Telephone Calls--Memorandum of Conversations 9/27/91-12/25/91,Cyprus | Turkey | Demirel | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,92,366551702,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 9/27/91-12/25/91.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551702. Query hit(s): Cyprus, Turkey, Demirel, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-002.pdf. Catalog: https://catalog.archives.gov/id/366551702.",https://catalog.archives.gov/id/366551702,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-002.pdf
,,,482,High-value source pool,RS 002-014,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Turkey; Regional,1992-07-04 to 1992-07-04,"Saturday, July 4, 1992 [2]",Greece | Papandreou | Mitsotakis | Zolotas | Yilmaz | Eastern Mediterranean,92,470417886,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Saturday, July 4, 1992 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417886. Query hit(s): Greece, Papandreou, Mitsotakis, Zolotas, Yilmaz, Eastern Mediterranean. Digital object: 41-bpr-ootp-daily_files-90694-006.pdf. Catalog: https://catalog.archives.gov/id/470417886.",https://catalog.archives.gov/id/470417886,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90694-006.pdf
,,,481,High-value source pool,RS 001-028,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Soviet Power Collapse in Eastern Europe--CFE [Conventional Forces in Europe] April-June 1989,Greece | Greek | Papandreou | Cyprus | Turkey | Ozal | Greece / Turkey / Cyprus,91,366551773,USSR Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, Soviet Power Collapse in Eastern Europe--CFE [Conventional Forces in Europe] April-June 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551773. Query hit(s): Greece, Greek, Papandreou, Cyprus, Turkey, Ozal, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-ussrch-cfe-91121-001.pdf. Catalog: https://catalog.archives.gov/id/366551773.",https://catalog.archives.gov/id/366551773,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-001.pdf
,,,481,High-value source pool,RS 002-015,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1992-09-25 to 1992-09-25,"Friday, September 25, 1992 [1]",Cyprus | Cypriot | Vassiliou | Denktash | Demirel | Greece / Turkey / Cyprus,91,470418084,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Friday, September 25, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470418084. Query hit(s): Cyprus, Cypriot, Vassiliou, Denktash, Demirel, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90721-006.pdf. Catalog: https://catalog.archives.gov/id/470418084.",https://catalog.archives.gov/id/470418084,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90721-006.pdf
,,,479,High-value source pool,RS 001-029,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,CFE [Conventional Forces in Europe] (June 1990),Greece | Greek | Mitsotakis | Cyprus | Turkish | Incirlik | Greece / Turkey / Cyprus,89,366551779,USSR Chronological Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, USSR Chronological Files, CFE [Conventional Forces in Europe] (June 1990).","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551779. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Turkish, Incirlik, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-ussrch-cfe-91121-007.pdf. Catalog: https://catalog.archives.gov/id/366551779.",https://catalog.archives.gov/id/366551779,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708332/41-bpr-scow-ussrch-cfe-91121-007.pdf
,,,479,High-value source pool,RS 001-030,Requested source pool: Scowcroft Papers,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,Presidential Meetings--Memorandum of Conversations 1/24/89-2/25/89,Greek | Papandreou | Cyprus | Greece / Turkey / Cyprus | memcon | memorandum of conversation | telephone conversation,89,366551660,Presidential Correspondence Files,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/24/89-2/25/89.","Catalog provenance: Catalog access Restricted - Possibly; NAID 366551660. Query hit(s): Greek, Papandreou, Cyprus, Greece / Turkey / Cyprus, memcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-001.pdf. Catalog: https://catalog.archives.gov/id/366551660.",https://catalog.archives.gov/id/366551660,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-001.pdf
,,,472,High-value source pool,RS 002-016,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Turkey; Regional,1992-10-01 to 1992-10-01,"Thursday, October 1, 1992 [3]",Greece | Turkey | Turkish | Ozal | Demirel | Aegean,82,470418101,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Thursday, October 1, 1992 [3].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470418101. Query hit(s): Greece, Turkey, Turkish, Ozal, Demirel, Aegean. Digital object: 41-bpr-ootp-daily_files-90723-007.pdf. Catalog: https://catalog.archives.gov/id/470418101.",https://catalog.archives.gov/id/470418101,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90723-007.pdf
,,,470,High-value source pool,RS 002-017,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Cyprus; Turkey,1992-07-09 to 1992-07-09,"Thursday, July 9, 1992 [1]",Cyprus | Vassiliou | Turkey | Turkish | Demirel | PKK,80,470417893,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Thursday, July 9, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417893. Query hit(s): Cyprus, Vassiliou, Turkey, Turkish, Demirel, PKK. Digital object: 41-bpr-ootp-daily_files-90695-006.pdf. Catalog: https://catalog.archives.gov/id/470417893.",https://catalog.archives.gov/id/470417893,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90695-006.pdf
,,,469,High-value source pool,RS 002-018,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-09-09 to 1991-09-09,"Monday, September 9, 1991 [1]",Cypriot | Denktash | Ozal | Yilmaz | Greece / Turkey / Cyprus,79,470417327,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, September 9, 1991 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417327. Query hit(s): Cypriot, Denktash, Ozal, Yilmaz, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90617-005.pdf. Catalog: https://catalog.archives.gov/id/470417327.",https://catalog.archives.gov/id/470417327,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90617-005.pdf
,,,469,High-value source pool,RS 002-019,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1992-06-24 to 1992-06-24,"Wednesday, June 24, 1992 [1]",Denktash | Demirel | PKK | Greece / Turkey / Cyprus | memcon,79,470417864,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Wednesday, June 24, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417864. Query hit(s): Denktash, Demirel, PKK, Greece / Turkey / Cyprus, memcon. Digital object: 41-bpr-ootp-daily_files-90691-004.pdf. Catalog: https://catalog.archives.gov/id/470417864.",https://catalog.archives.gov/id/470417864,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90691-004.pdf
,,,467,High-value source pool,RS 002-020,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1989-07-31 to 1989-07-31,"Monday, July 31, 1989",Cypriot | Denktash | Turkey | Turkish | Greece / Turkey / Cyprus | telephone conversation,77,470416373,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, July 31, 1989.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416373. Query hit(s): Cypriot, Denktash, Turkey, Turkish, Greece / Turkey / Cyprus, telephone conversation. Digital object: 41-bpr-ootp-daily_files-90518-006.pdf. Catalog: https://catalog.archives.gov/id/470416373.",https://catalog.archives.gov/id/470416373,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90518-006.pdf
,,,466,High-value source pool,RS 002-021,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-12-12 to 1991-12-12,"Thursday, December 12, 1991 [2]",Greece | Greek | Mitsotakis | Cyprus | Cypriot | Greece / Turkey / Cyprus,76,470417495,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Thursday, December 12, 1991 [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417495. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90640-002.pdf. Catalog: https://catalog.archives.gov/id/470417495.",https://catalog.archives.gov/id/470417495,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90640-002.pdf
,,,466,High-value source pool,RS 009-003,Requested source pool: IF Transition,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,,[Transition Planning: Significant Anniversary Dates and The First 100 Days of Previous Administrations] [2],Greece | Cyprus | Turkey | Demirel | Greece / Turkey / Cyprus | NSC/DC,76,470760874,National Security Council (NSC) Institutional Files (IF) Transition Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Council (NSC) Institutional Files (IF) Transition Files, [Transition Planning: Significant Anniversary Dates and The First 100 Days of Previous Administrations] [2].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760874. Query hit(s): Greece, Cyprus, Turkey, Demirel, Greece / Turkey / Cyprus, NSC/DC. Digital object: 41-bpr-nsc-hfiles-if_trans-99016-011.pdf. Catalog: https://catalog.archives.gov/id/470760874.",https://catalog.archives.gov/id/470760874,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/IF_Transition_348937136/41-bpr-nsc-hfiles-if_trans-99016-011.pdf
,,,465,High-value source pool,RS 002-022,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1991-07-19 to 1991-07-19,"Friday, July 19, 1991",Greece | Greek | Mitsotakis | Cyprus | Turkish | Greece / Turkey / Cyprus,75,470417259,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Friday, July 19, 1991.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417259. Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Turkish, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90610-001.pdf. Catalog: https://catalog.archives.gov/id/470417259.",https://catalog.archives.gov/id/470417259,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90610-001.pdf
,,,464,High-value source pool,RS 009-004,Requested source pool: IF Transition,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey,,Reagan-Bush Transition Briefing Book: National Security Activities,Greek | Cyprus | Turkey | Turkish | Ozal | Demirel,74,470760857,National Security Council (NSC) Institutional Files (IF) Transition Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, National Security Council (NSC) Institutional Files (IF) Transition Files, Reagan-Bush Transition Briefing Book: National Security Activities.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470760857. Query hit(s): Greek, Cyprus, Turkey, Turkish, Ozal, Demirel. Digital object: 41-bpr-nsc-hfiles-if_trans-99015-003.pdf. Catalog: https://catalog.archives.gov/id/470760857.",https://catalog.archives.gov/id/470760857,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/H-Files/IF_Transition_348937136/41-bpr-nsc-hfiles-if_trans-99015-003.pdf
,,,464,High-value source pool,RS 002-023,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Greece; Cyprus; Turkey; Regional,1990-06-22 to 1990-06-22,"Friday, June 22, 1990",Cyprus | Cypriot | Vassiliou | Denktash | Greece / Turkey / Cyprus,74,470416750,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Friday, June 22, 1990.","Catalog provenance: Catalog access Restricted - Possibly; NAID 470416750. Query hit(s): Cyprus, Cypriot, Vassiliou, Denktash, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90551-010.pdf. Catalog: https://catalog.archives.gov/id/470416750.",https://catalog.archives.gov/id/470416750,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90551-010.pdf
,,,463,High-value source pool,RS 002-024,Requested source pool: Presidential Daily File,Review requested source-pool lead,High-value EastMed lead,Cyprus; Turkey,1992-03-30 to 1992-03-30,"Monday, March 30, 1992 [1]",Cyprus | Cypriot | Vassiliou | Denktash | Demirel,73,470417673,Presidential Daily Files,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Monday, March 30, 1992 [1].","Catalog provenance: Catalog access Restricted - Possibly; NAID 470417673. Query hit(s): Cyprus, Cypriot, Vassiliou, Denktash, Demirel. Digital object: 41-bpr-ootp-daily_files-90665-005.pdf. Catalog: https://catalog.archives.gov/id/470417673.",https://catalog.archives.gov/id/470417673,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1992/41-bpr-ootp-daily_files-90665-005.pdf
