reviewStatus,compilerDecision,compilerNotes,compilerNumber,recordId,chapter,date,type,title,selectedNaid,selectedCatalogUrl,selectedPdfUrl,scheduleNaids,matchRank,matchScore,matchStatus,matchReasons,candidateId,lane,candidateDate,candidateTitle,candidateNaid,candidatePriority,sourceSeries,candidateCatalogUrl,candidatePdfUrl
,,,3.003,conversation-428080111,Turkey,1989-07-03,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, July 3, 1989",428080111,https://catalog.archives.gov/id/428080111,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-03--Ozal.pdf,415889926; 415889927,3,77,Review likely source/context packet,same month: 1989-07; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; open-first packet,BC 002,Blackwill Chronological Files,1989-07-01,July 1989 [2],453248091,Open packet first,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248091,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-002.pdf
,,,3.003,conversation-428080111,Turkey,1989-07-03,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, July 3, 1989",428080111,https://catalog.archives.gov/id/428080111,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-07-03--Ozal.pdf,415889926; 415889927,4,75,Review likely source/context packet,same month: 1989-07; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,BC 005,Blackwill Chronological Files,1989-07-01,July 1989 [1],453248090,High-value EastMed search lead,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248090,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-001.pdf
,,,3.004,conversation-428080149,Turkey,1989-08-01,Telcon,"Telephone Call to President Kenan Evren of Turkey, August 1, 1989",428080149,https://catalog.archives.gov/id/428080149,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-01--Evren.pdf,415889984; 415889985,1,119,Review likely source/context packet,"chapter match: Turkey; same month: 1989-08; date signal: August 1, 1989; person signal: evren; document-type signal: telephone conversation; country signal: turkey; open-first packet",BC 004,Blackwill Chronological Files,1989-08-01,August 1989 [7],453248101,Open packet first,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248101,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-005.pdf
,,,3.005,conversation-428080153,Turkey,1989-08-01,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, August 1, 1989",428080153,https://catalog.archives.gov/id/428080153,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-01--Ozal.pdf,415889984; 415889985,1,121,Review likely source/context packet,chapter match: Turkey; date signal: 8/1/89; date-range signal: 8/1/89-10/23/89; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-022,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/1/89-10/23/89,366551688,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551688,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91111-003.pdf
,,,3.005,conversation-428080153,Turkey,1989-08-01,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, August 1, 1989",428080153,https://catalog.archives.gov/id/428080153,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-01--Ozal.pdf,415889984; 415889985,2,119,Review likely source/context packet,"chapter match: Turkey; same month: 1989-08; date signal: August 1, 1989; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; open-first packet",BC 004,Blackwill Chronological Files,1989-08-01,August 1989 [7],453248101,Open packet first,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248101,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-005.pdf
,,,3.005,conversation-428080153,Turkey,1989-08-01,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, August 1, 1989",428080153,https://catalog.archives.gov/id/428080153,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-01--Ozal.pdf,415889984; 415889985,3,89,Review likely source/context packet,chapter match: Turkey; same month: 1989-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; open-first packet,BC 010,Blackwill Chronological Files,1989-08-01,August 1989 [5],453248099,Open packet first,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248099,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30547-003.pdf
,,,3.005,conversation-428080153,Turkey,1989-08-01,Telcon,"Telephone Call to Prime Minister Turgut Ozal of Turkey, August 1, 1989",428080153,https://catalog.archives.gov/id/428080153,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-01--Ozal.pdf,415889984; 415889985,4,87,Review likely source/context packet,chapter match: Turkey; same month: 1989-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,BC 016,Blackwill Chronological Files,1989-08-01,August 1989 [1],453248095,High-value EastMed search lead,Robert D. Blackwill Chronological Files,https://catalog.archives.gov/id/453248095,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30546-006.pdf
,,,3.006,conversation-428080269,Turkey,1989-10-02,Telcon,"Telephone Conversation with Turgut Ozal, Prime Minister of Republic of Turkey",428080269,https://catalog.archives.gov/id/428080269,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-02--Ozal.pdf,415890108; 415890109,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 8/1/89-10/23/89; person signal: ozal; document-type signal: telcon; country signal: turkey; high-value packet,RS 001-022,Requested source pool: Scowcroft Papers,,Presidential Telephone Calls--Memorandum of Conversations 8/1/89-10/23/89,366551688,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551688,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91111-003.pdf
,,,3.007,conversation-428080363,Turkey,1989-11-27,Telcon,"Telephone Call to President Turgut Ozal of Turkey, November 27, 1989",428080363,https://catalog.archives.gov/id/428080363,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-27--Ozal.pdf,415890220; 415890221,1,117,Review likely source/context packet,"chapter match: Turkey; same month: 1989-11; date signal: November 27, 1989; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet",RS 002-013,Requested source pool: Presidential Daily File,1989-11-27 to 1989-11-27,"Monday, November 27, 1989",470416509,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416509,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90527-011.pdf
,,,3.007,conversation-428080363,Turkey,1989-11-27,Telcon,"Telephone Call to President Turgut Ozal of Turkey, November 27, 1989",428080363,https://catalog.archives.gov/id/428080363,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-27--Ozal.pdf,415890220; 415890221,2,95,Review likely source/context packet,chapter match: Turkey; date signal: 11/27/89; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 076,Central Chronological Files,1989-12-01,December 1989 [3],470761673,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761673,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-003.pdf
,,,3.008,conversation-428080435,Turkey,1990-01-18,Memcon,"Meeting With President Turgut Ozal of Turkey, January 18, 1990 (1 of 2)",428080435,https://catalog.archives.gov/id/428080435,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-18--Ozal-1.pdf,415890324; 415890325,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 1/11/90-2/21/90; person signal: ozal; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-007,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90,366551666,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551666,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-007.pdf
,,,3.008,conversation-428080435,Turkey,1990-01-18,Memcon,"Meeting With President Turgut Ozal of Turkey, January 18, 1990 (1 of 2)",428080435,https://catalog.archives.gov/id/428080435,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-18--Ozal-1.pdf,415890324; 415890325,2,89,Review likely source/context packet,chapter match: Turkey; same month: 1990-01; person signal: ozal; document-type signal: memcon; country signal: turkey; open-first packet,CC 033,Central Chronological Files,1990-01-01,January 1990 [1],470761674,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761674,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf
,,,3.009,conversation-428080437,Turkey,1990-01-18,Memcon,"Meeting with President Turgut Ozal of Turkey, January 18, 1990 (2 of 2)",428080437,https://catalog.archives.gov/id/428080437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-18--Ozal-2.pdf,415890324; 415890325,1,91,Review likely source/context packet,chapter match: Turkey; date-range signal: 1/11/90-2/21/90; person signal: ozal; document-type signal: memcon; country signal: turkey; high-value packet,RS 001-007,Requested source pool: Scowcroft Papers,,Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90,366551666,High-value EastMed lead,Presidential Correspondence Files,https://catalog.archives.gov/id/366551666,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-007.pdf
,,,3.009,conversation-428080437,Turkey,1990-01-18,Memcon,"Meeting with President Turgut Ozal of Turkey, January 18, 1990 (2 of 2)",428080437,https://catalog.archives.gov/id/428080437,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-01-18--Ozal-2.pdf,415890324; 415890325,2,89,Review likely source/context packet,chapter match: Turkey; same month: 1990-01; person signal: ozal; document-type signal: memcon; country signal: turkey; open-first packet,CC 033,Central Chronological Files,1990-01-01,January 1990 [1],470761674,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761674,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30503-004.pdf
,,,3.010,conversation-428080861,Turkey,1990-07-26,Telcon,"Telephone Call to President Turgut Ozal of Turkey, July 26, 1990",428080861,https://catalog.archives.gov/id/428080861,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-07-26--Ozal.pdf,415890703,,,No source-lane match above threshold,,,,,,,,,,
,,,3.011,conversation-428080881,Turkey,1990-08-03,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 3, 1990",428080881,https://catalog.archives.gov/id/428080881,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-03--Ozal.pdf,415890718; 415890719,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.011,conversation-428080881,Turkey,1990-08-03,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 3, 1990",428080881,https://catalog.archives.gov/id/428080881,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-03--Ozal.pdf,415890718; 415890719,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.011,conversation-428080881,Turkey,1990-08-03,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 3, 1990",428080881,https://catalog.archives.gov/id/428080881,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-03--Ozal.pdf,415890718; 415890719,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.011,conversation-428080881,Turkey,1990-08-03,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 3, 1990",428080881,https://catalog.archives.gov/id/428080881,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-03--Ozal.pdf,415890718; 415890719,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.011,conversation-428080881,Turkey,1990-08-03,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 3, 1990",428080881,https://catalog.archives.gov/id/428080881,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-03--Ozal.pdf,415890718; 415890719,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.012,conversation-428080891,Turkey,1990-08-04,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 4, 1990",428080891,https://catalog.archives.gov/id/428080891,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-04--Ozal.pdf,415890720; 415890721,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.012,conversation-428080891,Turkey,1990-08-04,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 4, 1990",428080891,https://catalog.archives.gov/id/428080891,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-04--Ozal.pdf,415890720; 415890721,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.012,conversation-428080891,Turkey,1990-08-04,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 4, 1990",428080891,https://catalog.archives.gov/id/428080891,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-04--Ozal.pdf,415890720; 415890721,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.012,conversation-428080891,Turkey,1990-08-04,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 4, 1990",428080891,https://catalog.archives.gov/id/428080891,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-04--Ozal.pdf,415890720; 415890721,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.012,conversation-428080891,Turkey,1990-08-04,Telcon,"Telephone Call to President Turgut Ozal of Turkey, August 4, 1990",428080891,https://catalog.archives.gov/id/428080891,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-04--Ozal.pdf,415890720; 415890721,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.013,conversation-428080899,Turkey,1990-08-05,Telcon,"Telcon with President Ozal of Turkey, August 5, 1990",428080899,https://catalog.archives.gov/id/428080899,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-05--Ozal.pdf,415890722; 415890723,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.013,conversation-428080899,Turkey,1990-08-05,Telcon,"Telcon with President Ozal of Turkey, August 5, 1990",428080899,https://catalog.archives.gov/id/428080899,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-05--Ozal.pdf,415890722; 415890723,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.013,conversation-428080899,Turkey,1990-08-05,Telcon,"Telcon with President Ozal of Turkey, August 5, 1990",428080899,https://catalog.archives.gov/id/428080899,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-05--Ozal.pdf,415890722; 415890723,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.013,conversation-428080899,Turkey,1990-08-05,Telcon,"Telcon with President Ozal of Turkey, August 5, 1990",428080899,https://catalog.archives.gov/id/428080899,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-05--Ozal.pdf,415890722; 415890723,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
,,,3.013,conversation-428080899,Turkey,1990-08-05,Telcon,"Telcon with President Ozal of Turkey, August 5, 1990",428080899,https://catalog.archives.gov/id/428080899,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-05--Ozal.pdf,415890722; 415890723,5,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 067,Central Chronological Files,1990-08-01,August 1990 [4],470761710,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761710,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-001.pdf
,,,3.014,conversation-428080911,Turkey,1990-08-08,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 8, 1990",428080911,https://catalog.archives.gov/id/428080911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-08--Ozal.pdf,415890728; 415890729,1,87,Review likely source/context packet,chapter match: Turkey; same month: 1990-08; person signal: ozal; document-type signal: telephone conversation; country signal: turkey; high-value packet,RS 002-029,Requested source pool: Presidential Daily File,1990-08-14 to 1990-08-14,"Tuesday, August 14, 1990",470416813,High-value EastMed lead,Presidential Daily Files,https://catalog.archives.gov/id/470416813,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1990/41-bpr-ootp-daily_files-90557-001.pdf
,,,3.014,conversation-428080911,Turkey,1990-08-08,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 8, 1990",428080911,https://catalog.archives.gov/id/428080911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-08--Ozal.pdf,415890728; 415890729,2,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 055,Central Chronological Files,1990-08-01,August 1990 [7],470761713,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,3.014,conversation-428080911,Turkey,1990-08-08,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 8, 1990",428080911,https://catalog.archives.gov/id/428080911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-08--Ozal.pdf,415890728; 415890729,3,77,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey; open-first packet,CC 057,Central Chronological Files,1990-08-01,August 1990 [5],470761711,Open packet first,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,3.014,conversation-428080911,Turkey,1990-08-08,Telcon,"Telephone Call from President Turgut Ozal of Turkey, August 8, 1990",428080911,https://catalog.archives.gov/id/428080911,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-08--Ozal.pdf,415890728; 415890729,4,69,Review likely source/context packet,same month: 1990-08; person signal: ozal; document-type signal: telcon; country signal: turkey,CC 041,Central Chronological Files,1990-08-01,August 1990 [2],470761708,Memcon/telcon search lead,European and Eurasian Directorate Central Chronological Files,https://catalog.archives.gov/id/470761708,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30508-006.pdf
