reviewStatus,followUpOwner,targetDate,outcome,actionRank,priorityBand,actionType,chapter,date,candidateId,title,whyNow,nextAction,evidence,sourceArtifacts,catalogUrl,pdfUrl
,,,,208,P1 - citation blocker,Name/title spelling variant,Turkey,1991-01-30,Doc 3.033 / Schedule NAID 415891080,[Presidential Daily Diary] 1/30/1991,fix before citation: Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,Verify diary text against the PDF before using this wording in notes or names.,Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/415891080,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/1863/186336/content/arcmedia/media/images/40/20/40-1983a.gif
,,,,209,P1 - citation blocker,Name/title spelling variant,Turkey,1991-02-05,Doc 3.034 / Schedule NAID 186342,"President's Daily Diary Entry, February 5, 1991",fix before citation: Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,Verify diary text against the PDF before using this wording in notes or names.,Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/186342,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/1863/186342/content/arcmedia/media/images/40/21/40-2053a.gif
,,,,210,P1 - citation blocker,Name/title spelling variant,Turkey,1991-02-05,Doc 3.034 / Schedule NAID 186342,"President's Daily Diary Entry, February 5, 1991",fix before citation: Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,Verify diary text against the PDF before using this wording in notes or names.,Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/186342,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/1863/186342/content/arcmedia/media/images/40/21/40-2053a.gif
,,,,211,P1 - citation blocker,Name/title spelling variant,Turkey,1991-02-05,Doc 3.034 / Schedule NAID 415891092,[Presidential Daily Diary] 2/5/1991,fix before citation: Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,Verify diary text against the PDF before using this wording in notes or names.,Found Turgat Ozal in scopeAndContentNote; review against preferred form Turgut Ozal.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/415891092,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/1863/186342/content/arcmedia/media/images/40/21/40-2053a.gif
,,,,212,P1 - citation blocker,Name/title spelling variant,Turkey,1991-02-05,Doc 3.034 / Schedule NAID 415891092,[Presidential Daily Diary] 2/5/1991,fix before citation: Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,Verify diary text against the PDF before using this wording in notes or names.,Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/415891092,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/42/1863/186342/content/arcmedia/media/images/40/21/40-2053a.gif
,,,,213,P1 - citation blocker,Name/title spelling variant,Turkey,1991-02-19,Doc 3.036 / Schedule NAID 415891120,[Presidential Daily Diary] 2/19/1991,fix before citation: Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,Verify diary text against the PDF before using this wording in notes or names.,Found Mitterand in scopeAndContentNote; review against preferred form Mitterrand.,reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/415891120,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/56/1863/186356/content/arcmedia/media/images/40/22/40-2184a.gif
,,,,214,P1 - citation blocker,Name/title spelling variant,Greece,1989-05-30,Doc 1.001,"Meeting with Andreas Papandreaou, Prime Minister of Greece, May 30, 1989","fix before citation: Found Papandreaou in title, documentTitle, sourceNote; review against preferred form Papandreou.",Verify whether to preserve the Catalog title spelling or normalize in compiler notes.,"Found Papandreaou in title, documentTitle, sourceNote; review against preferred form Papandreou.",reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/428082497,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-05-30--Papandreou.pdf
,,,,215,P1 - citation blocker,Filename/date mismatch,Turkey,1992-01-12,Doc 3.057,"Telcon with President Turgut Ozal of Turkey, January 12, 1991","fix before citation: Item date is 1992-01-12, but digital object filename suggests 1991-01-12: 1991-01-12--Ozal.pdf.",Open the Catalog/PDF and verify the correct date before citation or selection.,"Item date is 1992-01-12, but digital object filename suggests 1991-01-12: 1991-01-12--Ozal.pdf.",reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/428082117,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-01-12--Ozal.pdf
,,,,316,P1 - metadata/source review,Suspect date token in title,Turkey,1989-01-01,Scout 048,Turkey 7/19/20 [OA 8325],"review: Title contains 7/19/20, which may be a truncated or miscoded Bush-era date.",Verify the title/date against the PDF and Catalog record before relying on this lead.,"Title contains 7/19/20, which may be a truncated or miscoded Bush-era date.",reports/compiler-data-quality-audit.md | reports/compiler-data-quality-audit.csv,https://catalog.archives.gov/id/323153443,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-spe/speechwriting_backup_chron_579003/41-bpr-speech-backup-chron-13764-009_323153443.pdf
,,,,403,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,1992-01-01,CC 021,January 1992 [2],Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. Open first 01. Memorandum To: Brent Scowcroft From: Jane Holl 1/30/92 (b1) vA Re: Cyprus (2 pp.) | 07. Memorandum To: Brent Scowcroft From: Jane Holl 1/28/92 (bl) Re: Cyprus (2 pp.) | To: Brent Scowcroft From: Jane Holl Re: Meet... No selected-document crosswalk match above threshold.,"Open CC 021; record include, exclude, context-only, or follow-up decision in the selection worksheet.",01. Memorandum To: Brent Scowcroft From: Jane Holl 1/30/92 (b1) vA Re: Cyprus (2 pp.) | 07. Memorandum To: Brent Scowcroft From: Jane Holl 1/28/92 (bl) Re: Cyprus (2 pp.) | To: Brent Scowcroft From: Jane Holl Re: Meeting with Greek Foreign Minister (2 pp.) | Mitsotakis + telcon | Mitsotakis + memorandum of conversation | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470761791,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30522-006.pdf
,,,,404,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,1989-03-01,BC 007,March 1989 [4],"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. Open first When President Vassiliou was elected in February 1988, he evoked | high expectations that he would take a fresh look at the Cyprus | problem. He met with then-President Reagan in August and has had | Cyprus | Cypriot ... No selected-document crosswalk match above threshold.","Open BC 007; record include, exclude, context-only, or follow-up decision in the selection worksheet.","When President Vassiliou was elected in February 1988, he evoked | high expectations that he would take a fresh look at the Cyprus | problem. He met with then-President Reagan in August and has had | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey | Turkish | Ozal",reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/453248061,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30541-003.pdf
,,,,405,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-004,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.,"Open RS 001-004; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,,406,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-012,Other (July 1989),Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Ozal | memcon No selected-document crosswalk match above threshold.,"Open RS 001-012; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Papandreou | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Ozal | memcon,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551995,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708326/41-bpr-scow-chron-91148-006.pdf
,,,,407,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-020,Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,"Open RS 001-020; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551683,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-008.pdf
,,,,408,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-021,Desert Shield/Desert Storm (November 1990) [2],Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon No selected-document crosswalk match above threshold.,"Open RS 001-021; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91145-001.pdf
,,,,409,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-024,Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,"Open RS 001-024; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551677,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-002.pdf
,,,,410,P2 - selection gap/source-packet review,Potential gap-fill addition,Cyprus,,RS 001-006,Presidential Listing of 1989-1992 Meetings/Telephone Calls,Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. High-value source pool Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz No selected-document crosswalk match above threshold.,"Open RS 001-006; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366552177,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85038-002.pdf
,,,,411,P2 - selection gap/source-packet review,Context for selected record; screen for additional documents,Cyprus,1991-08-01,CC 028,August 1991 [2],Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. Open first 02b. Memorandum To: Brent Scowcroft From: David Gompert 8/3/91 (b)(1) S Re: Cyprus (2 pp.) | 04. Memorandum To: Brent Scowcroft From: David Gompert 8/5/91 (b)(1) S Re: Cyprus (1 pp.) | 05a. Memorandum To: Brent Scowcr... Already crosswalks to Doc 3.054; open for surrounding or enclosed material.,"Open CC 028; record include, exclude, context-only, or follow-up decision in the selection worksheet.",02b. Memorandum To: Brent Scowcroft From: David Gompert 8/3/91 (b)(1) S Re: Cyprus (2 pp.) | 04. Memorandum To: Brent Scowcroft From: David Gompert 8/5/91 (b)(1) S Re: Cyprus (1 pp.) | 05a. Memorandum To: Brent Scowcroft From: David Gompert 8/2/91 yt) go Re: Presidential Message to Vassiliou (1 pp.) | Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Greek-Turkish + memorandum | Cyprus + memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470761771,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30519-001.pdf
,,,,412,P2 - selection gap/source-packet review,Context for selected record; screen for additional documents,Cyprus,1992-12-01,CC 029,December 1992 [4],"Thin selected chronology: 3 selected records versus 24 Central leads and 74 requested-pool leads. Open first 02h. Paper Maintaining Our New Strategic Relationship with Turkey (1 pp.) n.d. (bX 1) vA | 02i. Paper Settline the Cyprus Problem (1 pp.) n.d. ot ) vA | 02j. Paper Bosnia (1 pp.) n.d. (yf) g | Vassiliou + telcon | Cyp... Already crosswalks to Doc 3.065, Doc 3.066; open for surrounding or enclosed material.","Open CC 029; record include, exclude, context-only, or follow-up decision in the selection worksheet.",02h. Paper Maintaining Our New Strategic Relationship with Turkey (1 pp.) n.d. (bX 1) vA | 02i. Paper Settline the Cyprus Problem (1 pp.) n.d. ot ) vA | 02j. Paper Bosnia (1 pp.) n.d. (yf) g | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + telcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470761838,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-004.pdf
,,,,458,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-004,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean No selected-document crosswalk match above threshold.","Open RS 001-004; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,,459,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-020,Presidential Meetings--Memorandum of Conversations 5/1/92-6/17/92,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation No selected-document crosswalk match above threshold.","Open RS 001-020; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greek | Cyprus | Vassiliou | Denktash | Demirel | Eastern Mediterranean | memcon | memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551683,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-008.pdf
,,,,460,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-021,Desert Shield/Desert Storm (November 1990) [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon No selected-document crosswalk match above threshold.","Open RS 001-021; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greek | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Greece / Turkey / Cyprus | telcon,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551964,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91145-001.pdf
,,,,461,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,1989-04-01,BC 006,April 1989 [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Cyprus | Cypriot | Turkey | Turkish | Ozal No selected-document crosswalk match above threshold.","Open BC 006; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Papandreou | Cyprus | Cypriot | Turkey | Turkish | Ozal,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/453248066,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30542-002.pdf
,,,,462,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-024,Presidential Meetings--Memorandum of Conversations 7/24/91-9/24/91,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation No selected-document crosswalk match above threshold.","Open RS 001-024; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Mitsotakis | Cyprus | Denktash | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551677,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-002.pdf
,,,,463,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-006,Presidential Listing of 1989-1992 Meetings/Telephone Calls,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz No selected-document crosswalk match above threshold.","Open RS 001-006; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366552177,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85038-002.pdf
,,,,464,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-030,Presidential Meetings--Memorandum of Conversations 1/24/89-2/25/89,"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greek | Papandreou | Cyprus | Greece / Turkey / Cyprus | memcon | memorandum of conversation | telephone conversation No selected-document crosswalk match above threshold.","Open RS 001-030; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greek | Papandreou | Cyprus | Greece / Turkey / Cyprus | memcon | memorandum of conversation | telephone conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551660,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-001.pdf
,,,,465,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,,RS 001-009,Desert Shield/Desert Storm (September 1990) Part I [2],"Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Papandreou | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Yilmaz | Aegean No selected-document crosswalk match above threshold.","Open RS 001-009; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Papandreou | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Yilmaz | Aegean,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/366551957,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91144-002.pdf
,,,,466,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,1993-01-05 to 1993-01-05,RS 002-001,"Tuesday, January 5, 1993 [2]","Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish | Demirel No selected-document crosswalk match above threshold.","Open RS 002-001; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish | Demirel,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470418284,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1993/41-bpr-ootp-daily_files-90746-009.pdf
,,,,467,P2 - selection gap/source-packet review,Potential gap-fill addition,Regional,1989-07-31 to 1989-07-31,RS 002-020,"Monday, July 31, 1989","Largest apparent gap: 1 selected record versus 39 Scout, 40 Central, 41 Blackwill Chron, 17 Gates, and 59 requested-pool leads. High-value source pool Cypriot | Denktash | Turkey | Turkish | Greece / Turkey / Cyprus | telephone conversation No selected-document crosswalk match above threshold.","Open RS 002-020; record include, exclude, context-only, or follow-up decision in the selection worksheet.",Cypriot | Denktash | Turkey | Turkish | Greece / Turkey / Cyprus | telephone conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470416373,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1989/41-bpr-ootp-daily_files-90518-006.pdf
,,,,493,P2 - selection gap/source-packet review,Potential gap-fill addition,Turkey,1992-02-01,CC 045,February 1992 [4],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first 05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 ... No selected-document crosswalk match above threshold.,"Open CC 045; record include, exclude, context-only, or follow-up decision in the selection worksheet.",05b. Memorandum To: President Bush From: Brent Scowcroft n.d. (4!) vA Re: Letter to Demirel (1 pp.) | Re: Letter to Demirel (1 pp.) 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | 06. Report Government Report (1 pp.) 2/7/92 (b)(1) | Demirel + memcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + memcon | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/470761797,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30523-006.pdf
,,,,494,P2 - selection gap/source-packet review,Potential gap-fill addition,Turkey,1989-06-01,BC 012,June 1989 [1],Supplemental check: 66 selected records; screen high-signal source packets for missed context or appendices. Open first SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memcon | memorandum of conversation No selected-document crosswalk match above threshold.,"Open BC 012; record include, exclude, context-only, or follow-up decision in the selection worksheet.",SUBJECT: Telephone Call to Prime Minister Ozal | of Turkey | Telephone Call to Turkish Prime Minister | Greek | Cyprus | Turkey | Turkish | Ozal | Ozal + Turkey | memcon | memorandum of conversation,reports/compiler-gap-fill-candidates.md | reports/compiler-selection-worksheet.csv | reports/compiler-next-review-queue.md,https://catalog.archives.gov/id/453248083,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30545-001.pdf
