reviewStatus,compilerDecision,compilerNotes,chapter,rowType,priority,candidateId,date,title,lane,reason,sourceNote,researchNote,catalogUrl,pdfUrl
,,,Cyprus,Source lead,707 / Open first,CC 028,1991-08-01,August 1991 [2],Central Chronological Files,02b. Memorandum To: Brent Scowcroft From: David Gompert 8/3/91 (b)(1) S Re: Cyprus (2 pp.) | 04. Memorandum To: Brent Scowcroft From: David Gompert 8/5/91 (b)(1) S Re: Cyprus (1 pp.) | 05a. Memorandum To: Brent Scowcroft From: David Gompert 8/2/91 yt) go Re: Presidential Message to Vassiliou (1 pp.) | Vassiliou + memcon | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + memcon | Ozal + telcon | Greek-Turkish + memorandum | Cyprus + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, August 1991 [2]. Access restriction: Restricted - Possibly. NAID 470761771.","Query hit(s): Vassiliou + memcon, Vassiliou + telcon, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Ozal + memcon, Ozal + telcon, Greek-Turkish + memorandum, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 02b. Memorandum To: Brent Scowcroft From: David Gompert 8/3/91 (b)(1) S Re: Cyprus (2 pp.) | 04. Memorandum To: Brent Scowcroft From: David Gompert 8/5/91 (b)(1) S Re: Cyprus (1 pp.) | 05a. Memorandum To: Brent Scowcroft From: David Gompert 8/2/91 yt) go Re: Presidential Message to Vassiliou (1 pp.). PDF extent: 144 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30519-001.pdf. Catalog: https://catalog.archives.gov/id/470761771.",https://catalog.archives.gov/id/470761771,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30519-001.pdf
,,,Cyprus,Source lead,706 / Open first,CC 029,1992-12-01,December 1992 [4],Central Chronological Files,02h. Paper Maintaining Our New Strategic Relationship with Turkey (1 pp.) n.d. (bX 1) vA | 02i. Paper Settline the Cyprus Problem (1 pp.) n.d. ot ) vA | 02j. Paper Bosnia (1 pp.) n.d. (yf) g | Vassiliou + telcon | Cyprus / Denktash / Vassiliou | Denktash + memorandum | Ozal + telcon | Demirel + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, December 1992 [4]. Access restriction: Restricted - Possibly. NAID 470761838.","Query hit(s): Vassiliou + telcon, Cyprus / Denktash / Vassiliou, Denktash + memorandum, Ozal + telcon, Demirel + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 02h. Paper Maintaining Our New Strategic Relationship with Turkey (1 pp.) n.d. (bX 1) vA | 02i. Paper Settline the Cyprus Problem (1 pp.) n.d. ot ) vA | 02j. Paper Bosnia (1 pp.) n.d. (yf) g. PDF extent: 192 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30531-004.pdf. Catalog: https://catalog.archives.gov/id/470761838.",https://catalog.archives.gov/id/470761838,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30531-004.pdf
,,,Cyprus,Source lead,692 / Open first,BC 007,1989-03-01,March 1989 [4],Blackwill Chronological Files,"When President Vassiliou was elected in February 1988, he evoked | high expectations that he would take a fresh look at the Cyprus | problem. He met with then-President Reagan in August and has had | Cyprus | Cypriot | Vassiliou | Vassiliou + Cyprus | Denktash | Turkey | Turkish | Ozal","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Robert D. Blackwill Chronological Files, March 1989 [4]. Access restriction: Restricted - Possibly. NAID 453248061.","Query hit(s): Cyprus, Cypriot, Vassiliou, Vassiliou + Cyprus, Denktash, Turkey, Turkish, Ozal, Ozal + Turkey, memorandum of conversation, telephone conversation. OCR status: Full PDF OCR reviewed. OCR signals: When President Vassiliou was elected in February 1988, he evoked | high expectations that he would take a fresh look at the Cyprus | problem. He met with then-President Reagan in August and has had. PDF extent: 63 pages. Digital object: 41-bpr-nsc-blackwill_chron-30541-003.pdf. Catalog: https://catalog.archives.gov/id/453248061.",https://catalog.archives.gov/id/453248061,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/blackwill/chron_2554659/41-bpr-nsc-blackwill_chron-30541-003.pdf
,,,Cyprus,Source lead,651 / Open first,CC 055,1990-08-01,August 1990 [7],Central Chronological Files,06a. Letter To: President Vassiliou From: President Bush 8/9/90 (b)(1) Re: Cyprus (2 pp.) | 06b. Cable To: Distribution List From: AmEmbassy Nicosia 6/7/90 (b)(1) C Re: Vassiliou Letter to President Bush on Summit (1 pp.) | 06c. Cable To: Distribution List From: AmEmbassy Nicosia 5/21/90 (b)(1) C Re: Vassiliou Letter to President Bush on Summit (2 pp.) | Vassiliou + telcon | Ozal + telcon | Greek-Turkish + memorandum | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, August 1990 [7]. Access restriction: Restricted - Possibly. NAID 470761713.","Query hit(s): Vassiliou + telcon, Ozal + telcon, Greek-Turkish + memorandum, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 06a. Letter To: President Vassiliou From: President Bush 8/9/90 (b)(1) Re: Cyprus (2 pp.) | 06b. Cable To: Distribution List From: AmEmbassy Nicosia 6/7/90 (b)(1) C Re: Vassiliou Letter to President Bush on Summit (1 pp.) | 06c. Cable To: Distribution List From: AmEmbassy Nicosia 5/21/90 (b)(1) C Re: Vassiliou Letter to President Bush on Summit (2 pp.). PDF extent: 133 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf. Catalog: https://catalog.archives.gov/id/470761713.",https://catalog.archives.gov/id/470761713,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-004.pdf
,,,Cyprus,Source lead,650 / Open first,CC 057,1990-08-01,August 1990 [5],Central Chronological Files,: Brent Scowcroft From: Nicholas Burns | : Presidential Letter to President Vassiliou (2 pp.) | : President Vassiliou From: President Bush | Vassiliou + memcon | Vassiliou + telcon | Ozal + memcon | Ozal + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, August 1990 [5]. Access restriction: Restricted - Possibly. NAID 470761711.","Query hit(s): Vassiliou + memcon, Vassiliou + telcon, Ozal + memcon, Ozal + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: : Brent Scowcroft From: Nicholas Burns | : Presidential Letter to President Vassiliou (2 pp.) | : President Vassiliou From: President Bush. PDF extent: 129 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf. Catalog: https://catalog.archives.gov/id/470761711.",https://catalog.archives.gov/id/470761711,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30509-002.pdf
,,,Cyprus,Source lead,642 / High-value source pool,RS 001-001,,Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91,Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/11/91-7/22/91. Access restriction: Restricted - Possibly. NAID 366551676.","Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Ozal, Yilmaz, PKK, Aegean, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-001.pdf. Catalog: https://catalog.archives.gov/id/366551676.",https://catalog.archives.gov/id/366551676,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-001.pdf
,,,Cyprus,Source lead,632 / Open first,CC 065,1989-11-01,November 1989 [2],Central Chronological Files,13a. Memorandum To: Brent Scowcroft From: Robert Hutchings 11/15/89 (1) Re: Message to Vassiliou (1 pp.) | 13b. Letter To: President Vassiliou From: President Bush n.d. (b)(1) Re: Cyprus (1 pp.) | Zolotas + telcon | Vassiliou + telcon | Greece / Turkey / Cyprus + telcon | Cyprus + memorandum of conversation | Turkey + memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, European and Eurasian Directorate Central Chronological Files, November 1989 [2]. Access restriction: Restricted - Possibly. NAID 470761667.","Query hit(s): Zolotas + telcon, Vassiliou + telcon, Greece / Turkey / Cyprus + telcon, Cyprus + memorandum of conversation, Turkey + memorandum of conversation. OCR status: First four pages OCR reviewed. OCR signals: 13a. Memorandum To: Brent Scowcroft From: Robert Hutchings 11/15/89 (1) Re: Message to Vassiliou (1 pp.) | 13b. Letter To: President Vassiliou From: President Bush n.d. (b)(1) Re: Cyprus (1 pp.). PDF extent: 129 pages. Digital object: 41-bpr-nsc-euro_eura-cen_chron-30502-002.pdf. Catalog: https://catalog.archives.gov/id/470761667.",https://catalog.archives.gov/id/470761667,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/euro_eura_dir_374000108/41-bpr-nsc-euro_eura-cen_chron-30502-002.pdf
,,,Cyprus,Source lead,587 / High-value source pool,RS 001-002,,Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92,Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Clerides | Demirel,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/9/92-12/22/92. Access restriction: Restricted - Possibly. NAID 366551685.","Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Clerides, Demirel, PKK, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-002.pdf. Catalog: https://catalog.archives.gov/id/366551685.",https://catalog.archives.gov/id/366551685,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-002.pdf
,,,Cyprus,Source lead,567 / High-value source pool,RS 001-003,,Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92,Requested source pool: Scowcroft Papers,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Demirel | Eastern Mediterranean,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 3/3/92-4/28/92. Access restriction: Restricted - Possibly. NAID 366551682.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Demirel, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-007.pdf. Catalog: https://catalog.archives.gov/id/366551682.",https://catalog.archives.gov/id/366551682,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-007.pdf
,,,Cyprus,Source lead,564 / High-value source pool,RS 001-004,,Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92,Requested source pool: Scowcroft Papers,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Demirel | PKK | Aegean,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 2/1/92-2/27/92. Access restriction: Restricted - Possibly. NAID 366551681.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Demirel, PKK, Aegean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-006.pdf. Catalog: https://catalog.archives.gov/id/366551681.",https://catalog.archives.gov/id/366551681,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-006.pdf
,,,Cyprus,Source lead,562 / High-value source pool,RS 001-005,,Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90,Requested source pool: Scowcroft Papers,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/22/90-10/5/90. Access restriction: Restricted - Possibly. NAID 366551694.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91112-002.pdf. Catalog: https://catalog.archives.gov/id/366551694.",https://catalog.archives.gov/id/366551694,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91112-002.pdf
,,,Cyprus,Source lead,555 / High-value source pool,RS 001-006,,Presidential Listing of 1989-1992 Meetings/Telephone Calls,Requested source pool: Scowcroft Papers,Greece | Papandreou | Mitsotakis | Zolotas | Cyprus | Vassiliou | Turkey | Ozal | Demirel | Yilmaz,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Brent Scowcroft Administrative Files, Presidential Listing of 1989-1992 Meetings/Telephone Calls. Access restriction: Restricted - Possibly. NAID 366552177.","Query hit(s): Greece, Papandreou, Mitsotakis, Zolotas, Cyprus, Vassiliou, Turkey, Ozal, Demirel, Yilmaz, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-admin-85038-002.pdf. Catalog: https://catalog.archives.gov/id/366552177.",https://catalog.archives.gov/id/366552177,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/74785770/41-bpr-scow-admin-85038-002.pdf
,,,Cyprus,Source lead,550 / High-value source pool,RS 001-007,,Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90,Requested source pool: Scowcroft Papers,Greece | Greek | Cyprus | Vassiliou | Denktash | Turkey | Turkish | Ozal | Eastern Mediterranean | Greece / Turkey / Cyprus,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 1/11/90-2/21/90. Access restriction: Restricted - Possibly. NAID 366551666.","Query hit(s): Greece, Greek, Cyprus, Vassiliou, Denktash, Turkey, Turkish, Ozal, Eastern Mediterranean, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-007.pdf. Catalog: https://catalog.archives.gov/id/366551666.",https://catalog.archives.gov/id/366551666,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-007.pdf
,,,Cyprus,Source lead,546 / High-value source pool,RS 001-008,,Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90,Requested source pool: Scowcroft Papers,Greece | Greek | Mitsotakis | Cyprus | Denktash | Turkey | Turkish | Ozal | Incirlik | Greece / Turkey / Cyprus,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 11/13/90-12/21/90. Access restriction: Restricted - Possibly. NAID 366551672.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Denktash, Turkey, Turkish, Ozal, Incirlik, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91108-003.pdf. Catalog: https://catalog.archives.gov/id/366551672.",https://catalog.archives.gov/id/366551672,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91108-003.pdf
,,,Cyprus,Source lead,541 / High-value source pool,RS 001-009,,Desert Shield/Desert Storm (September 1990) Part I [2],Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Turkey | Turkish | Ozal | Yilmaz | Aegean,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Desert Shield/Desert Storm (September 1990) Part I [2]. Access restriction: Restricted - Possibly. NAID 366551957.","Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Turkey, Turkish, Ozal, Yilmaz, Aegean, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-dsds-chr-91144-002.pdf. Catalog: https://catalog.archives.gov/id/366551957.",https://catalog.archives.gov/id/366551957,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91144-002.pdf
,,,Cyprus,Source lead,537 / High-value source pool,RS 002-001,1993-01-05 to 1993-01-05,"Tuesday, January 5, 1993 [2]",Requested source pool: Presidential Daily File,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Denktash | Turkey | Turkish | Demirel,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Tuesday, January 5, 1993 [2]. Access restriction: Restricted - Possibly. NAID 470418284.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Denktash, Turkey, Turkish, Demirel, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90746-009.pdf. Catalog: https://catalog.archives.gov/id/470418284.",https://catalog.archives.gov/id/470418284,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1993/41-bpr-ootp-daily_files-90746-009.pdf
,,,Cyprus,Source lead,536 / High-value source pool,RS 002-002,1991-11-22 to 1991-11-22,"Friday, November 22, 1991 [2]",Requested source pool: Presidential Daily File,Greece | Greek | Mitsotakis | Cyprus | Cypriot | Vassiliou | Turkey | Turkish | Yilmaz | Eastern Mediterranean,"Source: George H.W. Bush Library, George H. W. Bush Papers, Presidential Daily Files, Friday, November 22, 1991 [2]. Access restriction: Restricted - Possibly. NAID 470417464.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Cypriot, Vassiliou, Turkey, Turkish, Yilmaz, Eastern Mediterranean, Greece / Turkey / Cyprus. Digital object: 41-bpr-ootp-daily_files-90635-006.pdf. Catalog: https://catalog.archives.gov/id/470417464.",https://catalog.archives.gov/id/470417464,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbpp/Pres_Daily_Files_595141/1991/41-bpr-ootp-daily_files-90635-006.pdf
,,,Cyprus,Source lead,535 / High-value source pool,RS 001-010,,Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92,Requested source pool: Scowcroft Papers,Greece | Mitsotakis | Cyprus | Vassiliou | Denktash | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 7/1/92-7/9/92. Access restriction: Restricted - Possibly. NAID 366551684.","Query hit(s): Greece, Mitsotakis, Cyprus, Vassiliou, Denktash, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91110-001.pdf. Catalog: https://catalog.archives.gov/id/366551684.",https://catalog.archives.gov/id/366551684,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91110-001.pdf
,,,Cyprus,Source lead,531 / High-value source pool,RS 001-012,,Other (July 1989),Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Cyprus | Cypriot | Vassiliou | Denktash | Turkish | Ozal | memcon,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Chronological Files, Other (July 1989). Access restriction: Restricted - Possibly. NAID 366551995.","Query hit(s): Greece, Greek, Papandreou, Cyprus, Cypriot, Vassiliou, Denktash, Turkish, Ozal, memcon, memorandum of conversation. Digital object: 41-bpr-scow-chron-91148-006.pdf. Catalog: https://catalog.archives.gov/id/366551995.",https://catalog.archives.gov/id/366551995,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708326/41-bpr-scow-chron-91148-006.pdf
,,,Cyprus,Source lead,531 / High-value source pool,RS 001-011,,Desert Shield/Desert Storm (March 1991) [2],Requested source pool: Scowcroft Papers,Greek | Mitsotakis | Cyprus | Vassiliou | Turkey | Turkish | Ozal | Incirlik | Aegean | Greece / Turkey / Cyprus,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Desert Shield and Desert Storm Files, Desert Shield/Desert Storm (March 1991) [2]. Access restriction: Restricted - Possibly. NAID 366551985.","Query hit(s): Greek, Mitsotakis, Cyprus, Vassiliou, Turkey, Turkish, Ozal, Incirlik, Aegean, Greece / Turkey / Cyprus. Digital object: 41-bpr-scow-dsds-chr-91147-005.pdf. Catalog: https://catalog.archives.gov/id/366551985.",https://catalog.archives.gov/id/366551985,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4708319/41-bpr-scow-dsds-chr-91147-005.pdf
,,,Cyprus,Source lead,531 / High-value source pool,RS 001-013,,Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91,Requested source pool: Scowcroft Papers,Mitsotakis | Cyprus | Denktash | Turkey | Ozal | Yilmaz | Greece / Turkey / Cyprus | telcon | memorandum of conversation | telephone conversation,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Telephone Calls--Memorandum of Conversations 8/5/91-9/25/91. Access restriction: Restricted - Possibly. NAID 366551701.","Query hit(s): Mitsotakis, Cyprus, Denktash, Turkey, Ozal, Yilmaz, Greece / Turkey / Cyprus, telcon, memorandum of conversation, telephone conversation. Digital object: 41-bpr-scow-pcor-telcon-91113-001.pdf. Catalog: https://catalog.archives.gov/id/366551701.",https://catalog.archives.gov/id/366551701,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-telcon-91113-001.pdf
,,,Cyprus,Source lead,528 / High-value source pool,RS 001-014,,Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91,Requested source pool: Scowcroft Papers,Greece | Greek | Mitsotakis | Cyprus | Vassiliou | Demirel | Yilmaz | Greece / Turkey / Cyprus | memcon | memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 10/16/91-12/17/91. Access restriction: Restricted - Possibly. NAID 366551679.","Query hit(s): Greece, Greek, Mitsotakis, Cyprus, Vassiliou, Demirel, Yilmaz, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91109-004.pdf. Catalog: https://catalog.archives.gov/id/366551679.",https://catalog.archives.gov/id/366551679,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91109-004.pdf
,,,Cyprus,Source lead,527 / High-value source pool,RS 001-015,,Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90,Requested source pool: Scowcroft Papers,Greece | Greek | Papandreou | Mitsotakis | Cyprus | Vassiliou | Demirel | Greece / Turkey / Cyprus | memcon | memorandum of conversation,"Source: George H.W. Bush Library, Bush Presidential Records, Brent Scowcroft Collection, Presidential Correspondence Files, Presidential Meetings--Memorandum of Conversations 5/17/90-6/26/90. Access restriction: Restricted - Possibly. NAID 366551669.","Query hit(s): Greece, Greek, Papandreou, Mitsotakis, Cyprus, Vassiliou, Demirel, Greece / Turkey / Cyprus, memcon, memorandum of conversation. Digital object: 41-bpr-scow-pcor-memcon-91107-010.pdf. Catalog: https://catalog.archives.gov/id/366551669.",https://catalog.archives.gov/id/366551669,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-gbs/4545941/41-bpr-scow-pcor-memcon-91107-010.pdf
,,,Cyprus,Declassification follow-up,Partial,Doc 2.003,1992-03-30,"Meeting with George Vassiliou, President of Cyprus, March 30, 1992",Memcon,Compare released text against source context and request full review of withheld passages if needed.,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, Meeting with George Vassiliou, President of Cyprus, March 30, 1992. Release status: Partial. NAID 428082149.",PDF extent: 6 pages. Digital object: 1992-03-30--Vassiliou.pdf. Catalog: https://catalog.archives.gov/id/428082149.,https://catalog.archives.gov/id/428082149,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-03-30--Vassiliou.pdf
,,,Cyprus,Citation/data-quality issue,caveat,Doc 2.002 / Schedule NAID 415890762,1990-08-25,[Presidential Daily Diary] 8/25/1990 [EMPTY],Schedule corroboration,Schedule title caveat: Schedule title includes [EMPTY]: [Presidential Daily Diary] 8/25/1990 [EMPTY].,Use as schedule corroboration only after reviewing the PDF content.,,https://catalog.archives.gov/id/415890762,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-08_25_90-12834-037_415890762.pdf
,,,Turkey,Selected chronology,Selected,Doc 3.001,1989-02-24,"President's Meeting with Prime Minister Turgut Ozal of Turkey, February 24, 1989",Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, President's Meeting with Prime Minister Turgut Ozal of Turkey, February 24, 1989. Release status: Full. NAID 428079863.",PDF extent: 5 pages. Digital object: 1989-02-24--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428079863.,https://catalog.archives.gov/id/428079863,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-24--Ozal.pdf
,,,Turkey,Selected chronology,Release/marker review,Doc 3.002,1989-05-29,"Meeting with Prime Minister Turgut Ozal of Turkey, May 29, 1989 (no Memcon)",No Memcon,George H. W. Bush; Turgut Ozal,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, Meeting with Prime Minister Turgut Ozal of Turkey, May 29, 1989 (no Memcon). Release status: Marker / no memorandum listed. NAID 428082487.",PDF extent: 2 pages. Digital object: 1989-05-29--Ozal.pdf. Catalog: https://catalog.archives.gov/id/428082487.,https://catalog.archives.gov/id/428082487,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-05-29--Ozal.pdf
